timestamp,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8,attack
13,-1,0.789733383579067,-1.0803434399903,-1,0.994635041649019,-1,-1,0.964285714285714,1.00004614653371,1,-1.22586029881608,0.980339277946933,-0.993759750390016,-1,-0.744351035472627,-0.989782752500105,-0.851492393606778,-0.772115852973135,-1,-0.33332882213233,0.999555555555556,-1,0.976737534560015,0.947246645071726,0.994988570423774,-1.0011566334737,-1,0.0
14,-1,0.788638183616752,-1.07478469076161,-1,0.992093745588027,-1,-1,-0.964285714285714,1.00004614653371,1,-0.449164650388057,0.980165289256198,-1,-1,-0.742710682796801,-0.988996810384378,-0.832235701906413,-0.769193300610738,-1,-0.33332882213233,0.999481481481481,-1,0.919471192042457,-1,-1,-1.0011566334737,-1,0.0
15,-1,0.788638183616752,-1.07478469076161,-1,0.99407030919102,-1,-1,-0.821428571428571,1.00004614653371,1,0.714046222439208,0.979295345802522,-0.998439937597504,-1,-0.741070330120976,-0.988210868269562,-0.830695166570383,-0.768593802690247,-1,-0.33332882213233,0.999611111111111,-1,0.921123716909778,-1,-1,-1.0011566334737,-0.782608695652174,0.0
16,-1,0.78761364171652,-1.06933142064542,-1,0.992376111817027,-1,-1,-0.964285714285714,1.00004614653371,1,0.522561978130856,0.978947368421052,-0.996879875195008,-1,-0.739429977445151,-0.987424926153835,-0.830078952435972,-0.768069242009817,-1,-0.33332882213233,0.999444444444444,-1,0.923666062859503,0.945395650161962,0.994988570423774,-1.0011566334737,-1,0.0
17,-1,0.786483112723163,-1.06387815052924,-1,0.993787942962022,-1,-1,-0.642857142857143,1.00004614653371,1,0.566587451447772,0.978947368421052,-0.993759750390016,-1,-0.737789624769325,-0.986638984038109,-0.829231658001155,-0.767544681329387,-1,-0.33332882213233,0.999555555555556,-1,0.92258556583087,0.945395650161962,-1,-1.0011566334737,-0.782608695652174,0.0
18,-1,0.786483112723163,-1.06387815052924,-1,0.995199774107017,-1,-1,0.964285714285714,1.00004614653371,1,0.565313067639267,0.979121357111787,-1,-1,-0.7361492720935,-0.985853041923292,-0.828692470633545,-0.766945183408895,-1,-0.33332882213233,0.999481481481481,-1,0.922267772587154,0.945395650161962,-1,-1.0011566334737,-0.91304347826087,0.0
19,-1,0.785352583729804,-1.05836159294556,-1,0.995482140336016,-1,-1,0.678571428571429,1.00004614653371,1,0.565334606520536,0.978425402348847,-0.998439937597504,-1,-0.734508919417675,-0.985067099807566,-0.808049297130753,-0.765371501367604,-1,-0.33332882213233,0.999537037037037,-1,0.922204213938412,-1,0.957534728327765,-1.0011566334737,-1,0.0
20,-1,0.784116067643319,-1.05289777491812,-1,0.993787942962022,-1,-1,0.964285714285714,1.00004614653371,1,0.565298708385085,0.977903436276641,-0.996879875195008,-1,-0.732868566741849,-0.984281157692749,-0.806970922395533,-0.765071752407359,-1,-0.33332882213233,0.999592592592593,-1,0.756506816665077,0.94447015270708,0.996043608229295,-1.0011566334737,-0.782608695652174,0.0
21,-1,0.784116067643319,-1.05289777491812,-1,0.99435267542002,-1,-1,-0.964285714285714,1.00004614653371,1,0.565302298198632,0.976859504132231,-0.993759750390016,-1,-0.731228214066024,-0.983495215577022,-0.805430387059503,-0.764547191726928,-1,0.333337844534185,0.99962962962963,-1,0.762799122890647,0.943544655252198,0.996043608229295,-1.0011566334737,-0.91304347826087,0.0
22,-1,0.782926656931556,-1.04744450480193,-1,0.992940844275025,-1,-1,-0.428571428571428,1.00004614653371,1,0.566411550584061,0.977381470204436,-1,-1,-0.729587861390199,-0.982709273461296,-0.801424995185827,-0.762598823485331,-1,-0.33332882213233,0.999555555555556,-1,0.761655067213271,0.942619157797316,0.996043608229295,-1.0011566334737,-0.826086956521739,0.0
23,-1,0.782926656931556,-1.04744450480193,-1,0.99435267542002,-1,-1,0.107142857142857,1.00004614653371,1,0.638218590926389,0.96589821661592,-0.996879875195008,-1,-0.727947508714373,-0.981923331346479,-0.985133834007318,-0.771141668852336,-1,-0.33332882213233,0.999407407407407,-1,0.754600057202784,0.93984266543267,-1,-1.0011566334737,-1,0.0
24,-1,0.781701917188752,-1.04199123468575,-1,0.992658478046026,-1,-1,-0.928571428571428,1.00004614653371,1,0.63303131035374,0.965550239234449,-0.995319812792511,-1,-0.726307156038548,-0.981137389230753,-0.98367032543809,-0.770542170931845,-1,-0.33332882213233,0.999481481481481,-1,0.759621190453491,0.942619157797316,0.996043608229295,-1.0011566334737,-1,0.0
25,-1,0.780547835508032,-1.03653796456956,-1,0.99407030919102,-1,-1,-0.928571428571428,1.00004614653371,1,0.566221290466175,0.974945628534145,-0.995319812792511,-1,-0.724666803362723,-0.980351447115936,-0.979433853264009,-0.768518865450186,-1,0.333337844534185,0.999425925925926,-1,0.761527949915784,0.946321147616844,0.953050817654299,-1.0011566334737,-0.826086956521739,0.0
26,-1,0.779275990390504,-1.03111633818713,-1,0.992940844275025,-1,-1,-0.892857142857143,1.00004614653371,1,0.566242829347444,0.974075685080469,-0.995319812792511,-1,-0.723026450686898,-0.97956550500021,-0.978894665896399,-0.768144179249878,-1,-0.33332882213233,0.999407407407407,-1,0.755616995582674,0.959278111985192,0.972217337787938,-1.0011566334737,-1,0.0
27,-1,0.779275990390504,-1.03111633818713,-1,0.992376111817027,-1,-1,-0.785714285714286,1.00004614653371,1,0.566242829347444,0.974075685080469,-0.993759750390016,-1,-0.721386098011072,-0.978779562884483,-0.978201424995186,-0.767919367529694,-1,-0.33332882213233,0.999574074074074,-1,0.757587313693711,0.962054604349838,0.975646210655882,-1.0011566334737,-1,0.0
28,-1,0.777898158179848,-1.02566306807094,-1,0.992940844275025,-1,-1,0.964285714285714,1.00004614653371,1,-1.22586029881608,0.973553719008264,-0.993759750390016,-1,-0.719745745335247,-0.977993620769666,-0.977508184093973,-0.767394806849264,-1,-0.33332882213233,0.9995,-1,0.91445005879175,0.963905599259602,0.973272375593459,-1.0011566334737,-0.782608695652174,0.0
29,-1,0.776590984031279,-1.02022034586601,-1,0.99435267542002,-1,-1,-0.821428571428571,1.00004614653371,1,-0.736299476605186,0.974075685080469,-0.993759750390016,-1,-0.718105392659422,-0.97720767865394,-0.976968996726362,-0.766945183408895,-1,-0.33332882213233,0.999481481481481,-1,0.917246639336448,0.974086071263304,0.986108668893969,-1.0011566334737,-1,0.0
30,-1,0.776590984031279,-1.02022034586601,-1,0.992376111817027,-1,-1,-0.857142857142857,1.00004614653371,1,0.668527386687535,0.974075685080469,-0.990639625585023,-1,-0.716465039983596,-0.976421736539123,-0.975505488157135,-0.766345685488403,-1,0.333337844534185,0.999425925925926,-1,0.920933040963549,0.984266543267006,0.979866361877967,-1.0011566334737,-1,0.0
31,-1,0.77531913891375,-1.01477762366108,-1,0.993223210504024,0,-1,-0.785714285714286,1.00004614653371,1,0.632187704170645,0.973553719008264,-1,-1,-0.714824687307771,-0.975635794423397,-0.974966300789524,-0.765821124807973,-1,0.333337844534185,0.999444444444444,-1,0.919979661232402,1.00277649236465,0.971953578336557,-1.0011566334737,-1,0.0
32,-1,0.773917754015734,-1.00933490145614,-1,0.993505576733022,0,-1,-0.785714285714286,1.00004614653371,1,0.566321805245435,0.973205741626793,-0.996879875195008,-1,-0.713184334631946,-0.97484985230767,-0.974273059888311,-0.765596313087789,-1,-0.33332882213233,0.9995,-1,0.921314392856008,1.00740397963906,0.983910673465799,-1.0011566334737,-0.782608695652174,0.0
33,-1,0.773917754015734,-1.00933490145614,-1,0.993787942962022,0,-1,-0.5,1.00004614653371,1,0.565269989876728,0.972683775554588,-0.993759750390016,-1,-0.711543981956121,-0.974063910192854,-0.968881186212209,-0.763872756566375,-1,-0.33332882213233,0.99937037037037,-1,0.938220993421679,1.01203146691347,0.983910673465799,-1.0011566334737,-0.956521739130435,0.0
34,-1,0.772504592774036,-1.0038921792512,-1,0.991246646901031,0,-1,-0.964285714285714,1.00004614653371,1,0.565295118571541,0.971987820791648,-1,-1,-0.709903629280295,-0.973277968077127,-0.96418255343732,-0.761924388324778,-1,-0.33332882213233,0.999518518518519,-1,0.922331331235898,1.01295696436835,0.983910673465799,-1.0011566334737,-1,0.0
35,-1,0.771091431532339,-0.998449457046263,-1,0.991811379359028,0,-1,-0.928571428571428,1.00004614653371,1,0.565252040809002,0.955806872553284,-0.996879875195008,-1,-0.70826327660447,-0.97249202596231,-0.963643366069709,-0.761474764884409,-1,-0.33332882213233,0.999481481481481,-1,0.922204213938412,1.01203146691347,-1,-1.0011566334737,-0.782608695652174,0.0
36,-1,0.771091431532339,-0.998449457046263,-1,0.993505576733022,0,-1,-0.928571428571428,1.00004614653371,1,0.566246419160988,0.955980861244018,-0.993759750390016,-1,-0.706622923928645,-0.971706083846584,-0.960254188330445,-0.75945145940275,-1,-0.33332882213233,0.9995,-1,0.923157593669558,1.01110596945858,0.983910673465799,-1.0011566334737,-1,0.0
37,-1,0.76966649394696,-0.993006734841332,-1,0.99407030919102,0,-1,-0.928571428571428,1.00004614653371,1,0.566242829347444,0.970943888647237,-1,-1,-0.704982571252819,-0.970920141730858,-0.959175813595224,-0.75840233804189,-1,-0.33332882213233,0.999518518518519,-1,0.939428607747799,1.01388246182323,-1,-1.0011566334737,-0.956521739130435,0.0
38,-1,0.76966649394696,-0.993006734841332,-1,0.992093745588027,0,-1,-0.928571428571428,1.00004614653371,1,-1.00005743701672,0.970595911265767,-0.998439937597504,-1,-0.703342218576994,-0.970134199616041,-0.958020412093202,-0.758252463561767,-1,0.333337844534185,0.999462962962963,-1,0.938284552070423,1.01665895418788,-1,-1.0011566334737,-0.782608695652174,0.0
39,-1,0.766698855339395,-0.98212129043146,-1,0.993787942962022,0,-1,-0.928571428571428,1.00004614653371,1,-0.955909910039273,0.970247933884297,-0.996879875195008,-1,-0.701701865901169,-0.969348257500314,-0.957481224725592,-0.758102589081644,-1,0.333337844534185,0.99962962962963,-1,0.952013220198938,1.01758445164276,-0.586952699138386,-1.0011566334737,-1,0.0
40,-1,0.765156154317208,-0.97667856822652,-1,0.990964280672031,0,-1,-0.964285714285714,1.00004614653371,1,0.448949261575355,0.970247933884297,-0.995319812792511,-1,-0.700061513225343,-0.968562315385497,-0.916811091854419,-0.634905766420623,-1,0.333337844534185,0.9995,-1,0.957669939937076,1.01665895418788,0.983910673465799,-1.0011566334737,-0.91304347826087,0.0
41,-1,0.76358990060766,-0.971256941844084,-1,0.993505576733022,0,-1,-0.928571428571428,1.00004614653371,1,0.695375602191223,0.969899956502827,-0.989079563182527,-1,-0.698421160549518,-0.967776373269771,-0.85896398998652,-0.39315822998239,-1,0.333337844534185,0.999574074074074,-1,0.954364890202434,1.01573345673299,0.989801301213294,-1.0011566334737,-0.869565217391304,0.0
42,-1,0.762035423241792,-0.965919698751652,-1,0.992093745588027,0,-1,-0.928571428571428,1.00004614653371,1,0.566328984872526,0.969377990430621,-0.979719188767551,-1,-0.696780807873693,-0.966990431154045,-0.795570960908916,-0.054142155944397,-1,0.333337844534185,0.999518518518519,-1,0.956208091015985,1.01480795927811,0.947863548443819,-1.0011566334737,-1,0.0
43,-1,0.999964670968958,-0.748738206116731,-1,0.992940844275025,0,-1,0.25,1.00004614653371,1,0.565223322300641,0.968508046976946,-0.973478939157566,-1,-0.327428063700362,-0.790022464845606,-0.727787406123628,0.245831616021582,-1,0.333337844534185,0.999425925925926,-1,0.963898687513903,1.01388246182323,0.96667838930895,-1.0011566334737,-0.956521739130435,0.0
44,-1,0.999964670968958,-0.748738206116731,-1,0.993787942962022,0,-1,-0.964285714285714,1.00004614653371,1,0.565252040809002,0.968508046976946,-0.968798751950078,-1,-0.325787711024537,-0.78923652272988,-0.673637589062199,0.910599872606692,-1,-0.33332882213233,0.999425925925926,-1,0.965741888327454,1.01295696436835,0.969491823457007,-1.0011566334737,-0.782608695652174,0.0
45,-1,0.999964670968958,-0.748738206116731,-1,0.994635041649019,0,-1,-0.964285714285714,1.00004614653371,1,0.565208963046459,0.969377990430621,-0.965678627145086,-1,-0.324147358348712,-0.788450580614153,-0.604852686308492,1.16711004533703,-1,0.333337844534185,0.99937037037037,-1,0.969428289954555,1.01203146691347,0.996219447863548,-1.0011566334737,-1,0.0
46,-1,0.999964670968958,-0.748738206116731,-1,0.993787942962022,0,-1,-0.785714285714286,1.00004614653371,1,0.566242829347444,0.969725967812092,-0.962558502340094,-1,-0.322507005672886,-0.787664638499336,-0.548469093009821,1.71407696054554,-1,0.333337844534185,0.9995,-1,0.964979184542536,1.01110596945858,0.996219447863548,-1.0011566334737,-0.956521739130435,0.0
47,-1,0.999964670968958,-0.748738206116731,-1,0.99435267542002,0,-1,0.964285714285714,1.00004614653371,1,-0.735793312895328,0.968334058286211,-1,-1,-0.320866652997061,-0.78687869638361,-0.4894665896399,2.0076810671063,-1,0.333337844534185,0.99937037037037,-1,0.967203737248546,1.0101804720037,0.996219447863548,-1.0011566334737,-1,0.0
48,-1,0.999964670968958,-0.748738206116731,-1,0.993223210504024,0,-1,0.964285714285714,1.00004614653371,1,-1.04592448468227,0.96798608090474,-0.996879875195008,-1,-0.319226300321236,-0.786092754268793,-0.440246485653765,2.4001273933081,-1,-0.33332882213233,0.999555555555556,-1,0.965360536434995,1.00925497454882,-1,-1.0011566334737,-1,0.0
49,-1,0.999964670968958,-0.748738206116731,-1,0.993223210504024,0,-1,0.642857142857143,1.00004614653371,1,0.358888019356274,0.964680295780774,-0.996879875195008,-1,-0.31758594764541,-0.785306812153067,-0.380396687849028,2.73307355090112,-1,0.333337844534185,0.999537037037037,-1,0.965360536434995,1.00832947709394,-1,-1.0011566334737,-0.695652173913043,0.0
50,-1,0.999964670968958,-0.748738206116731,-1,0.993787942962022,0,-1,0.928571428571429,1.00004614653371,1,0.714046222439208,0.963636363636363,-0.996879875195008,-1,-0.315945594969585,-0.784520870037341,-0.32316580011554,3.00449623440369,-1,0.333337844534185,0.999462962962963,-1,0.966822385356087,1.00647848218417,0.996219447863548,-1.0011566334737,-0.782608695652174,0.0
51,-1,0.999964670968958,-0.748738206116731,-1,0.99435267542002,0,-1,-0.964285714285714,1.00004614653371,1,0.566321805245435,0.964332318399304,-1,-1,-0.31430524229376,-0.783734927922524,-0.264548430579626,3.37940724643111,-1,-0.33332882213233,0.99937037037037,-1,0.957860615883306,1.00555298472929,0.980393880780728,-1.0011566334737,-0.782608695652174,0.0
52,-1,0.999964670968958,-0.748738206116731,-1,0.99407030919102,0,-1,-0.964285714285714,1.00004614653371,1,0.565176654724554,0.971639843410178,-0.996879875195008,-1,-0.312664889617934,-0.782948985806797,-0.208318890814558,3.77417662707482,-1,0.333337844534185,0.999425925925926,-1,0.95855976101948,1.00462748727441,0.983119395111658,-1.0011566334737,-1,0.0
53,-1,0.999964670968958,-0.748738206116731,-1,0.992940844275025,0,-1,-0.964285714285714,1.00004614653371,1,0.565212552860002,0.969899956502827,-0.996879875195008,-1,-0.311024536942109,-0.78216304369198,-0.149393414211439,4.02679006332197,-1,0.333337844534185,0.999425925925926,-1,0.944767534242221,1.00185099490976,0.970722700896782,-1.0011566334737,-0.782608695652174,0.0
54,-1,0.999964670968958,-0.748738206116731,-1,0.991811379359028,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.960156589821661,-0.996879875195008,-1,-0.309384184266284,-0.781377101576254,-0.139688041594454,4.09003709393383,-1,0.333337844534185,0.99937037037037,-1,0.941970953697524,1,0.978635484438192,-1.0011566334737,-0.782608695652174,0.0
55,-1,0.999964670968958,-0.748738206116731,-1,0.993505576733022,-1,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.948499347542409,-1,-1,-0.307743831590459,-0.780591159460528,-0.134681301752359,4.09333433249653,-1,0.333337844534185,0.9995,-1,0.943496361267359,0.999074502545118,0.978635484438192,-1.0011566334737,-1,0.0
56,-1,0.999964670968958,-0.748738206116731,-1,0.993223210504024,-1,-1,0.964285714285714,1.00004614653371,1,0.565147936216194,0.936320139190952,-0.996879875195008,-1,-0.306103478914633,-0.779870712522097,-0.132216445214712,4.09415864213721,-1,0.333337844534185,0.99937037037037,-1,0.942352305589983,0.998149005090236,0.978635484438192,-1.0011566334737,-0.739130434782609,0.0
57,-1,0.999964670968958,-0.748738206116731,-1,0.993223210504024,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.934232274902131,-0.996879875195008,-1,-0.305283302576721,-0.779477741463779,-0.131600231080301,4.09468320281764,-1,0.333337844534185,0.999444444444444,-1,0.942161629643753,0.997223507635354,0.978635484438192,-1.0011566334737,-1,0.0
58,-1,0.999964670968958,-0.748738206116731,-1,0.994635041649019,0,-1,-0.714285714285714,1.00004614653371,1,0.565147936216194,0.93318834275772,-0.996879875195008,-1,-0.303642949900895,-0.778691799348962,-0.127594839206624,4.09700625725955,-1,0.333337844534185,0.999481481481481,-1,0.935233736930752,0.996298010180472,-1,-1.0011566334737,-1,0.0
59,-1,0.78890903952141,-1.09854913480758,-1,0.995199774107017,0,-1,-0.75,1.00004614653371,1,0.565147936216194,0.93388429752066,-1,-1,-0.30200259722507,-0.777905857233236,-0.127055651839014,4.09760575518004,-1,0.333337844534185,0.999462962962963,-1,0.937331172339276,0.99537251272559,-0.876120977668366,-1.0011566334737,-0.956521739130435,0.0
60,-1,0.787860944933817,-1.09312750842514,-1,0.99435267542002,0,-1,-0.714285714285714,1.00004614653371,1,0.565147936216194,0.931448455850369,-0.996879875195008,-1,-0.300362244549245,-0.77711991511751,-0.12528403620258,4.09857993930084,-1,0.333337844534185,0.999518518518519,-1,0.763371150729335,0.994447015270708,0.978635484438192,-1.0011566334737,-1,0.0
61,-1,0.786801074002544,-1.08760040293021,-1,0.994635041649019,0,-1,-0.785714285714286,1.00004614653371,1,0.565147936216194,0.931100478468899,-0.996879875195008,-1,-0.298721891873419,-0.776333973002693,-0.124051607933757,4.09925437446139,-1,0.333337844534185,0.999481481481481,-1,0.763116916134363,0.993521517815826,0.981624758220503,-1.0011566334737,-1,0.0
62,-1,0.785776532102313,-1.08212603699153,-1,0.994635041649019,-1,-1,-0.75,1.00004614653371,1,0.565147936216194,0.930926489778164,-0.996879875195008,-1,-0.297081539197594,-0.775548030886966,-0.123512420566147,4.09970399790176,-1,0.333337844534185,0.999425925925926,-1,0.760066100994693,-1,0.953666256374187,-1.0011566334737,-0.739130434782609,0.0
63,-1,0.784657779452636,-1.07667276687534,-1,0.994635041649019,-1,-1,-0.75,1.00004614653371,1,0.565147936216194,0.929882557633754,-1,-1,-0.295441186521769,-0.77476208877215,-0.064663970729829,4.10187717786354,-1,0.333337844534185,0.999388888888889,-1,0.762163536403216,-1,0.985053631088448,-1.0011566334737,-1,0.0
64,-1,0.783527250459277,-1.0712300446704,-1,0.992093745588027,-1,-1,-0.75,1.00004614653371,1,0.565147936216194,0.926924749891257,-0.996879875195008,-1,-0.293800833845943,-0.773976146656423,-0.062892355093395,4.10247667578403,-1,0.333337844534185,0.999518518518519,-1,0.765595703435345,0.992596020360944,0.992614735361351,-1.0011566334737,-1,0.0
65,-1,0.782384945122239,-1.06578732246547,-1,0.991246646901031,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.928142670726402,-0.995319812792511,-1,-0.292160481170118,-0.773190204540697,-0.057654534950896,4.10315111094458,-1,0.333337844534185,0.999518518518519,-1,0.766549083166492,0.991670522906062,0.992614735361351,-1.0011566334737,-0.956521739130435,0.0
66,-1,0.781266192472562,-1.06023912114804,-1,0.993787942962022,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.954762940408873,-0.990639625585023,-1,-0.290520128494293,-0.77240426242588,-0.05156942037358,4.10472479298587,-1,0.333337844534185,0.999518518518519,-1,0.781421806972384,0.99074502545118,0.992614735361351,-1.0011566334737,-1,0.0
67,-1,0.779982571011353,-1.0547963989431,-1,0.994635041649019,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.955806872553284,-0.989079563182527,-1,-0.288879775818468,-0.771618320310154,-0.050259965337955,4.10539922814643,-1,0.333337844534185,0.999444444444444,-1,0.936822703149331,0.989819527996298,-1,-1.0011566334737,-1,0.0
68,-1,0.778746054924868,-1.04932203300441,-1,0.994635041649019,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.956676816006959,-0.987519500780031,-1,-0.287239423142642,-0.770832378195337,-0.04471403812825,4.10637341226723,-1,-0.33332882213233,0.9995,-1,0.784154828868338,0.988894030541416,-1,-1.0011566334737,-0.260869565217391,0.0
69,-1,0.778746054924868,-1.04932203300441,-1,0.991529013130029,0,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.953023053501521,-0.973478939157566,-1,-0.285599070466817,-0.77004643607961,-0.037627575582515,4.10929596462962,-1,0.333337844534185,0.999388888888889,-1,0.935297295579496,0.987968533086534,0.995516089326534,-1.0011566334737,0.869565217391304,0.0
70,-1,0.777568420556786,-1.04390040662198,-1,0.993505576733022,0,-1,0.964285714285714,1.00004614653371,1,0.565147936216194,0.953023053501521,-0.968798751950078,-1,-0.283958717790992,-0.769260493963884,-0.03208164837281,4.11042002323054,-1,0.333337844534185,0.999407407407407,-1,0.936187116661899,0.987043035631652,0.995516089326534,-1.0011566334737,0.782608695652174,0.0
71,-1,0.776308351782939,-1.03845768441704,-1,0.99407030919102,-1,-1,0.678571428571429,1.00004614653371,1,0.565147936216194,0.961548499347542,-0.965678627145086,-1,-0.282318365115166,-0.768474551849067,-0.030078952435972,4.11214357975196,-1,0.333337844534185,0.999518518518519,-1,0.941462484507579,0.985192040721888,0.995516089326534,-1.0011566334737,0.695652173913043,0.0
72,-1,0.775048283009092,-1.03300441430086,-1,0.99407030919102,-1,-1,0.964285714285714,1.00004614653371,1,0.565147936216194,0.961374510656807,-0.962558502340094,-1,-0.280678012439341,-0.767688609733341,-0.024070864625457,4.11371726179325,-1,0.333337844534185,0.999518518518519,-1,0.921060158261035,0.984266543267006,-1,-1.0011566334737,0.695652173913043,0.0
73,-1,0.773623345423714,-1.02756169209592,-1,0.992093745588027,-1,-1,-0.964285714285714,1.00004614653371,1,0.565147936216194,0.962070465419747,-1,-1,-0.279037659763516,-0.766902667618524,-0.019834392451377,4.1143916969538,-1,0.333337844534185,0.999537037037037,-1,0.927733816379064,0.983341045812124,-1,-1.0011566334737,0.652173913043478,0.0
74,-1,0.772351500306185,-1.02212951780223,-1,0.990964280672031,-1,-1,-0.821428571428571,1.00004614653371,1,0.565147936216194,0.970247933884297,-0.996879875195008,-1,-0.27739730708769,-0.766116725502798,-0.017061428846524,4.11604031623515,-1,0.333337844534185,0.999351851851852,-1,0.92868719611021,0.982415548357242,-0.921663442940039,-1.0011566334737,-1,0.0
